MOF, HC CH4, Error CH4, HC CO2, Error CO2, HC H2O, Error H2O, HC N2, Error N2, HC N2O, Error N2O, HC O2, Error O2
MOF,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,
MIYGIL_clean, 1.09652e-10, 4.01488e-12, 0.122166, 0.0255231, 6.73281e+13, 2.70601e+13, 1.43776e+11, 1.90629e+11, 1.58367e+16, 9.26844e+15, 9.2959e-05, 2.09376e-05
MIZKOW_clean, 1.76636e-07, 1.13475e-08, 0.000152582, 5.68752e-06, 0.136359, 0.0272377, 2.86243e-07, 2.12854e-08, 1.2169e-05, 6.13431e-07, 1.12572e-06, 2.61978e-08
MOBBIO_clean, 1.49777e-06, 7.06686e-09, 1.07089e-05, 4.40555e-08, 3.8649e-06, 1.26934e-07, 1.48057e-06, 2.90465e-08, 1.45432e-05, 6.66124e-08, 2.10088e-06, 1.0124e-08
MOBBOU_clean, 1.93726e-09, 1.27556e-10, 0.0636888, 0.0150247, 4.85075e+12, 5.55105e+11, 7.63246e-08, 8.40269e-09, 0.00169921, 0.000398254, 7.12728e-08, 3.70524e-10
MOCHES_clean, 3.03744e-10, 9.39179e-12, 0.032793, 0.00438206, 9.74527e+09, 2.31125e+09, 6.93049e+07, 8.57081e+07, 9.17865e+11, 1.47654e+12, 6.02322e-06, 1.21989e-06
MOCHIW_clean, 2.34024e-10, 6.77628e-12, 0.0856924, 0.111768, 6.81751e+10, 5.0168e+10, 2.27456e+09, 3.84854e+09, 5.01024e+12, 1.09586e+13, 6.8875e-06, 1.56574e-06
MOCHUI_clean, 5.7627e-11, 1.24662e-12, 0.0198527, 0.00129037, 3.06563e+10, 8.77469e+09, 2.68177e+08, 2.8755e+08, 3.24579e+11, 3.23446e+11, 3.84753e-06, 6.15121e-07
MOCJAQ_clean, 1.73851e-11, 7.08297e-13, 0.00840817, 0.00128079, 1.10894e+10, 7.85121e+09, 7.31792e+08, 7.38668e+08, 9.14118e+10, 5.73751e+10, 3.56871e-06, 5.54756e-07
MOCJEU_clean, 1.09034e-11, 2.47028e-13, 1.17355e-05, 4.99658e-07, 0.360546, 0.0582587, 34503.5, 30283.9, 74.9306, 51.4735, 2.42653e-07, 4.00265e-08
MOCJIY_clean, 9.7308e-12, 3.99365e-13, 2.54881e-05, 3.84292e-07, 0.00315258, 0.000595606, 159063, 150105, 606.248, 483.83, 3.88814e-07, 5.15105e-08
MOCKAR_clean, 9.04926e-06, 6.68464e-08, 3.01295e-05, 1.17065e-07, 8.19542e-06, 1.13201e-06, 3.23766e-06, 1.51698e-08, 2.8327e-05, 6.76173e-08, 9.34351e-06, 9.15854e-08
MOCKEV_clean, 6.73011e-06, 4.02422e-08, 2.04269e-05, 1.03613e-07, 5.34659e-06, 4.42913e-07, 2.57863e-06, 1.59708e-08, 1.8932e-05, 1.08576e-07, 7.11791e-06, 6.44249e-08
MODDEP_clean, 1.62275e-09, 1.16534e-10, 0.0158551, 0.00444119, 2.66668e+08, 2.34304e+08, 8.84341e-06, 8.65559e-07, 0.768204, 0.211395, 6.96064e-07, 4.02553e-08
MODJOG_clean, 2.51123e-06, 2.98924e-09, 0.00462426, 0.00117144, 98.7693, 153.865, 1.89768e-06, 1.79142e-08, 0.0068827, 0.00135976, 2.82334e-06, 2.27579e-08
MODMIB_clean, 9.55341e-07, 7.96256e-09, 4.29522e-06, 7.90102e-09, 1.49287e-06, 1.03035e-08, 4.50454e-07, 5.1894e-09, 3.54337e-06, 1.13368e-08, 1.54009e-06, 8.70501e-09
MODMOH_charged, 1.94427e-06, 1.2677e-08, 4.03645e-05, 2.37785e-07, 1.07115e-05, 1.63659e-07, 6.94276e-07, 1.10866e-08, 3.52035e-05, 3.42848e-07, 2.41985e-06, 1.41597e-08
MODNAU_charged, 1.5853e-06, 1.59297e-08, 1.06072e-05, 8.60433e-08, 1.38103e-05, 1.38833e-06, 5.24671e-07, 8.47858e-09, 9.18292e-06, 8.19426e-08, 1.84293e-06, 3.15451e-08
MODNOI_ion_b, 1.67671e-06, 3.4782e-08, 1.27055e-05, 1.21128e-07, 0.000149521, 6.45725e-05, 5.63926e-07, 5.18014e-09, 1.12245e-05, 2.49321e-07, 1.94558e-06, 2.13943e-08
MODNUO_ion_b, 1.62117e-06, 3.20176e-08, 1.25261e-05, 2.3871e-07, 0.000273085, 0.000123191, 5.47752e-07, 8.24296e-09, 1.08944e-05, 9.09774e-08, 1.94057e-06, 1.21975e-08
MODPEA_charged, 1.75097e-06, 2.81147e-08, 1.60699e-05, 6.15698e-08, 1.44258e-05, 1.93482e-07, 5.44427e-07, 8.06831e-09, 1.01112e-05, 8.64357e-08, 1.78822e-06, 2.46192e-08
MOFBIU_clean, 1.71469e-05, 1.92138e-07, 0.000275788, 4.19297e-06, 0.00121055, 0.000249587, 2.66123e-06, 5.9576e-08, 0.00019084, 2.98824e-06, 1.27313e-05, 1.73563e-07
MOFKUO_clean, 5.7782e-06, 2.45459e-08, 1.98415e-05, 8.74113e-08, 8.3181e-05, 1.54983e-05, 1.9793e-06, 1.03854e-08, 1.59883e-05, 1.15356e-07, 5.67666e-06, 6.04029e-08
MOFLAV_clean, 5.11671e-06, 9.00335e-08, 2.73334e-05, 8.31062e-07, 2.4838e-05, 1.61344e-05, 1.71133e-06, 1.10873e-08, 2.22544e-05, 7.83521e-07, 6.2144e-06, 1.91507e-07
MOFPEE_clean, 1.25484e-06, 3.03335e-08, 0.000638937, 6.51457e-05, 3842.31, 3135.48, 2.14963e-06, 1.09184e-07, 0.00056597, 6.02906e-05, 2.65858e-06, 3.83194e-08
MOGMIE_clean, 5.19917e-07, 1.10421e-08, 0.308551, 0.0582217, 1.06296e+09, 1.0507e+09, 1.3811e-06, 2.29685e-07, 0.109956, 0.0236488, 8.77855e-07, 1.4482e-08
MOGVAG_clean, 3.26548e-07, 3.05642e-08, 0.00595992, 0.000210871, 0.0884924, 0.0156068, 1.08908e-05, 1.24778e-06, 0.0107784, 0.000557112, 2.66332e-06, 1.23591e-07
MOHSEJ_clean, 3.15922e-06, 4.59561e-08, 0.000532911, 1.63931e-05, 0.657706, 0.349669, 1.08171e-06, 1.16205e-08, 0.000524461, 2.23383e-05, 4.84704e-06, 3.2563e-08
MOJJUR_clean, 1.5988e-06, 2.79158e-08, 0.0277303, 0.00156814, 18953.6, 10065, 1.72773e-06, 3.92505e-08, 0.0250324, 0.000816688, 3.21651e-06, 3.27001e-08
MOJNAC_clean, 6.81462e-06, 2.69526e-08, 1137.21, 288.355, 3.86104e+11, 6.24384e+11, 4.07297e-06, 4.0457e-07, 1225.76, 567.027, 8.13731e-06, 1.65635e-07
MOLKAB_clean, 1.70427e-05, 5.60187e-08, 0.00331076, 0.000238199, 5181.28, 9904.24, 5.19743e-06, 3.05693e-08, 0.00334158, 0.000220546, 1.4159e-05, 7.27691e-08
MOLLII_clean, 1.25239e-08, 5.20287e-10, 9.82661e-07, 1.4906e-08, 2.48177e-06, 7.91106e-08, 1.95754e-08, 3.3812e-10, 2.16113e-07, 8.70631e-09, 8.44786e-08, 1.56032e-09
MOLQEL_clean, 1.1191e-05, 5.14555e-08, 0.000431367, 2.80867e-05, 9.75318, 1.66568, 4.0898e-06, 4.26126e-08, 0.000386144, 1.31825e-05, 1.01305e-05, 6.63363e-08
MOMJIJ_clean, 1.2011e-08, 8.79887e-10, 0.0014424, 5.37208e-05, 1.66011e+09, 1.49021e+09, 3.74629, 5.2117, 83334.2, 38749.1, 3.80503e-07, 3.6244e-08
MOMSIS_clean, 1.13331e-06, 1.71755e-08, 1.88054e-05, 2.61209e-07, 0.0125162, 0.00666266, 0.0141617, 0.00575146, 0.43138, 0.0627868, 2.70673e-06, 7.42878e-08
MONFAY_clean, 1.14734e-07, 3.69666e-09, 0.00190928, 0.000137432, 155.949, 267.432, 3.47545e-07, 2.23048e-08, 0.000346785, 1.31185e-05, 3.46183e-07, 4.33763e-09
MONFEC_clean, 1.66757e-07, 2.37995e-09, 0.108354, 0.033468, 96939.7, 48669.3, 1.21358e-06, 1.34383e-07, 0.0248681, 0.00919907, 4.59072e-07, 3.73395e-09
MONQIR_clean, 9.34707e-06, 3.38455e-07, 0.000280953, 1.23952e-05, 0.000179341, 0.000247496, 6.03142e-06, 1.78137e-07, 0.00015463, 5.07263e-06, 1.50155e-05, 1.49931e-07
MONWET_clean, 3.331e-06, 7.65896e-08, 7.29135e-06, 6.32782e-08, 9.73734e-06, 4.60648e-06, 5.6239e-07, 9.58334e-09, 3.62396e-06, 4.28399e-08, 4.48032e-06, 8.87709e-08
MOPKEJ_clean, 8.04338e-06, 5.64151e-08, 0.00867394, 0.00011485, 0.000445041, 5.64566e-05, 2.97679, 2.71925, 6396.76, 1622.93, 4.85201e-05, 2.37694e-06
MOPQIT_clean, 4.79729e-06, 8.57453e-08, 3.8758e-05, 3.38505e-07, 3.27255e-05, 4.39555e-06, 1.95251e-06, 1.59959e-08, 5.40431e-05, 3.88296e-07, 4.81318e-06, 4.19036e-08
MOQNUB_clean, 4.89734e-06, 1.26086e-07, 6.32391e-05, 1.55717e-06, 0.000159251, 1.7042e-05, 1.44129e-06, 2.27595e-08, 5.05411e-05, 8.52395e-07, 6.81223e-06, 1.12623e-07
MOQSIV_clean, 3.88494e-07, 4.22614e-08, 7.96851e-07, 3.36494e-08, 4.31872, 9.20986, 1.14573e-07, 8.39005e-09, 2.49215e-07, 3.76179e-09, 2.21679e-06, 1.02602e-07
MORFEG_clean, 5.31999e-05, 7.23563e-07, 0.000256907, 8.56162e-07, 7.95997e-06, 3.6076e-07, 5.49574e-06, 8.71873e-08, 0.000252444, 2.1199e-06, 4.39775e-05, 9.0297e-07
MORZID_clean, 3.2489e-05, 3.35535e-07, 0.141674, 0.0014474, 0.000348841, 2.72149e-05, 0.0018879, 0.000154554, 77.2453, 3.99798, 0.000182, 4.49226e-06
MOSDUT_clean, 9.01883e-06, 6.71202e-08, 0.00010827, 3.71091e-06, 0.000357008, 3.19218e-05, 2.51638e-06, 1.58118e-08, 9.38026e-05, 1.91264e-06, 1.10961e-05, 1.04988e-07
MOSGIM_clean, 1.12832e-08, 1.45007e-09, 6.36715e-05, 3.57671e-06, 0.0778489, 0.0106096, 4.7388e-08, 2.9903e-09, 4.40823e-05, 4.02057e-06, 1.58239e-06, 5.45838e-08
MOTKAI_clean, 1.45256e-07, 6.49523e-09, 0.000690642, 3.35693e-05, 0.000284179, 0.000223785, 0.000565585, 0.000294644, 4.4563, 1.34237, 1.42446e-06, 2.51651e-08
MOTMAK_clean, 6.5346e-06, 4.41674e-08, 0.0240738, 0.00142325, 1668.95, 1233.46, 4.20324e-06, 1.20859e-07, 0.00510076, 0.000441001, 7.77928e-06, 2.59176e-08
MOVFOU_clean, 1.5448e-05, 2.92482e-07, 0.00173573, 7.43115e-05, 13.8216, 6.14547, 2.93443e-06, 4.25586e-08, 0.00108772, 3.43605e-05, 1.54483e-05, 1.73953e-07
MOWQIZ_clean, 3.94448e-07, 9.51997e-09, 0.991498, 0.868843, 6.85025e+18, 1.00611e+19, 6.54484e-06, 5.95841e-07, 0.0647708, 0.0249828, 7.84686e-07, 5.37566e-09
MOXDOT_charged, 1.3663e-05, 1.83876e-07, 0.000429633, 9.02996e-06, 530.2, 1228.38, 3.35762e-06, 2.01368e-08, 0.000403097, 1.92648e-05, 1.24509e-05, 8.55083e-08
MOXKAN_clean, 1.35727e-05, 2.20212e-07, 0.000119217, 1.93639e-06, 0.000420886, 1.93152e-05, 2.29746e-06, 3.59533e-08, 0.000117125, 1.3554e-06, 1.45333e-05, 1.29056e-07
MOXNIY_clean, 2.27442e-05, 4.82395e-07, 0.000151491, 1.17869e-06, 0.000383487, 0.000118648, 3.76245e-06, 3.51433e-08, 0.000126699, 5.36242e-07, 1.58031e-05, 8.15139e-08
MOXNUJ_clean, 3.34982e-06, 1.42449e-08, 2.53721e-05, 9.19311e-08, 5.36333e-06, 6.68344e-08, 2.05165e-06, 2.80695e-08, 2.20947e-05, 1.00969e-07, 4.34303e-06, 2.85209e-08
MOXNUK_clean, 2.30886e-05, 3.86707e-07, 0.000324601, 2.99959e-06, 0.0014219, 6.16321e-05, 3.8207e-06, 2.10368e-08, 0.000268416, 1.5626e-06, 1.7893e-05, 1.59813e-07
MOXPEV_charged, 1.02651e-05, 1.53405e-07, 0.000527604, 3.4587e-06, 4.18372, 5.70133, 2.88621e-06, 2.82933e-08, 0.000353143, 6.24859e-06, 1.01318e-05, 1.13801e-07
MOXPIZ_charged, 5.98812e-06, 5.03541e-08, 2.2061e-05, 7.09988e-08, 5.28079e-06, 6.48052e-08, 2.32176e-06, 8.10278e-09, 2.12066e-05, 7.66913e-08, 6.49158e-06, 5.48675e-08
MOXPOF_charged, 2.6197e-05, 2.20758e-07, 0.00094675, 1.02707e-05, 1.32747, 0.0998485, 6.04985e-06, 4.42158e-08, 0.000800344, 4.2224e-06, 2.96726e-05, 2.4656e-07
MOXPUL_clean, 3.84653e-06, 4.28182e-08, 4.33544e-05, 4.01206e-07, 3.29443e-05, 2.42073e-06, 1.51726e-06, 8.08929e-09, 1.53949e-05, 1.71118e-07, 4.31147e-06, 6.35636e-08
MOYMET_clean, 2.35303e-06, 9.5056e-09, 0.000207705, 1.66242e-05, 1.06336, 0.726917, 1.32087e-06, 1.42054e-08, 9.12006e-05, 2.11919e-06, 2.65225e-06, 2.03976e-08
MOYNIY_clean, 2.45581e-05, 9.7261e-07, 0.00281868, 0.000105253, 11.516, 7.19466, 1.11927e-05, 5.71484e-07, 0.0307331, 0.00123005, 3.00548e-05, 3.89313e-07
MOYYEF_clean, 6.91418e-06, 4.26914e-08, 4.01912e-05, 1.57457e-07, 9.89034e-06, 1.30528e-06, 3.39224e-06, 5.12943e-08, 3.65489e-05, 2.45656e-07, 7.13378e-06, 5.88862e-08
MOYYIJ_clean, 1.245e-05, 2.16729e-07, 6.16434e-05, 3.25369e-07, 8.56559e-06, 5.47525e-07, 3.5601e-06, 1.69559e-08, 5.43732e-05, 2.57131e-07, 1.42716e-05, 5.88571e-08
MUBQIJ_clean, 3.93675e-05, 5.83984e-07, 0.000304942, 1.55183e-06, 5.2218e-06, 4.08492e-08, 6.67476e-06, 4.51578e-08, 0.000346899, 1.37055e-06, 5.16651e-05, 3.13203e-07
MUDKOM_clean, 1.54208e-05, 6.63146e-07, 0.00116545, 5.08377e-05, 0.000867302, 5.87488e-05, 2.43913e-06, 3.23279e-08, 0.000906878, 3.31825e-05, 2.89528e-05, 4.81919e-07
MUDLIH_manual, 4.90582e-06, 9.68528e-08, 1.68955e-05, 2.21978e-07, 0.000132491, 5.96866e-05, 7.83884e-07, 1.59774e-08, 1.37213e-05, 1.0479e-07, 5.03763e-06, 1.20837e-07
MUDLON_clean, 2.31037e-05, 4.10869e-07, 0.000413893, 0.000144141, 3.86671, 1.75327, 5.55117e-06, 6.59485e-08, 0.000405508, 8.28475e-05, 1.9943e-05, 2.86952e-07
MUDTAH_clean, 7.75532e-06, 5.76267e-08, 2.75022e-05, 3.43995e-07, 0.000222735, 5.57683e-05, 3.21267e-06, 8.47843e-09, 2.92241e-05, 4.5012e-07, 7.98928e-06, 6.8266e-08
MUDTEL_clean, 7.46957e-06, 4.85984e-08, 1.83907e-05, 7.7552e-08, 4.4565e-06, 2.87141e-07, 3.06709e-06, 1.42392e-08, 1.9338e-05, 8.33207e-08, 7.75032e-06, 2.17368e-08
MUFHUR_clean, 5.53712e-10, 3.82793e-11, 48.314, 16.9163, 3.82002e+13, 1.16053e+13, 0.000550615, 0.000316663, 1.7837, 1.29623, 1.16877e-07, 5.27763e-09
MUFJED_clean, 6.1477e-10, 4.64613e-11, 0.0114995, 0.0013511, 1294.62, 182.847, 3.01155e-05, 3.17946e-05, 0.00294631, 0.00110296, 6.21827e-08, 8.32092e-09
MUFLAC_clean, 1.32983e-09, 8.28888e-11, 0.00155161, 0.000180775, 1.08383e+11, 1.07453e+11, 5.64249e-08, 1.18149e-08, 0.000900962, 0.00016481, 2.10722e-07, 1.08434e-08
MUFYAP_clean, 1.40907e-06, 1.20904e-08, 3.76839, 6.10632, 1.98921e+10, 1.82434e+10, 9.12615e-05, 9.58005e-06, 0.326586, 0.106843, 2.19286e-06, 1.89891e-08
MUGFOK_clean, 1.3286e-05, 1.3366e-07, 0.000215859, 4.5504e-06, 0.00693797, 0.00315824, 3.04482e-06, 2.96968e-08, 0.00015608, 3.01167e-06, 9.98256e-06, 8.25135e-08
MUGHED_clean, 9.83513e-06, 6.73639e-08, 9.50577e-05, 5.28096e-07, 1.68147e-05, 1.61626e-06, 2.67549e-06, 2.78592e-08, 6.13418e-05, 5.24085e-08, 9.23547e-06, 6.25478e-08
MUGQAI_clean, 2.71042e-05, 6.50929e-07, 0.000307907, 1.01767e-06, 3.06357e-06, 3.56886e-08, 3.32184e-06, 8.65665e-08, 0.000163147, 1.77506e-06, 3.77969e-05, 7.3188e-07
MUHNAG_clean, 4.27354e-06, 6.08202e-08, 0.00031622, 9.4114e-07, 8.97714e-06, 1.63183e-07, 1.37593e-05, 1.86337e-06, 0.00019785, 7.13678e-06, 5.83814e-06, 3.398e-08
MUHNUA_clean, 3.64227e-05, 6.48718e-07, 0.000112832, 7.60151e-07, 2.07708e-05, 1.22636e-06, 4.69821e-06, 4.27178e-08, 0.00011183, 7.43081e-07, 2.90866e-05, 3.03858e-07
MUHPAI_clean, 3.13307e-05, 7.01578e-07, 0.000301508, 1.05821e-06, 8.46632e-06, 1.73143e-06, 3.75114e-06, 3.15011e-08, 0.000219791, 2.28419e-06, 2.24228e-05, 3.42529e-07
MUHPOV_clean, 3.17821e-06, 1.51284e-08, 0.00795511, 0.000138053, 0.0327551, 0.00639247, 9.62222e-05, 7.39962e-06, 0.414158, 0.0198744, 6.35845e-06, 6.34971e-08
MUJRIT_clean, 3.58385e-06, 2.97411e-08, 0.000256395, 1.90389e-05, 0.983233, 0.583911, 1.22945e-06, 1.19438e-08, 0.000134382, 1.01146e-05, 3.72231e-06, 4.34726e-08
MUKRIU_clean, 6.8653e-07, 2.11331e-08, 9.46896e-05, 9.70545e-07, 7.06799e-05, 2.68411e-06, 1.54383e-06, 8.8295e-08, 0.000190009, 1.64234e-05, 1.06646e-06, 1.36672e-08
MULQOA_clean, 4.73552e-06, 2.04039e-08, 0.000649243, 2.30284e-05, 1.68896, 2.16829, 2.37306e-06, 1.98112e-08, 0.000437871, 2.60737e-05, 4.36139e-06, 2.62472e-08
MULSER_clean, 1.03717e-06, 8.02269e-09, 5.78016, 4.9731, 4.27263e+10, 7.91295e+10, 1.87585e-06, 1.11515e-07, 3.02598, 1.35531, 1.14309e-06, 6.33446e-09
MULXOH_clean, 6.08221e-06, 4.27464e-08, 0.084001, 0.0178495, 4.95576e+07, 1.19457e+07, 9.29568e-06, 5.92385e-07, 0.108916, 0.0156963, 6.01891e-06, 4.7444e-08
MUMYAW_clean, 9.03609e-07, 3.16361e-08, 1.89077e-05, 4.69537e-07, 5.19701e-05, 1.11659e-05, 2.6758e-07, 4.72337e-09, 1.32255e-05, 1.16579e-07, 8.03621e-07, 8.74409e-09
MUNDAC_clean, 7.74571e-06, 2.90114e-07, 2.8263e-05, 1.38029e-07, 3.95549e-06, 4.59526e-07, 1.76412e-06, 2.76414e-08, 2.74591e-05, 2.92236e-07, 7.8852e-06, 8.19496e-08
MUNDEG_clean, 4.98327e-06, 4.13111e-08, 1.32721e-05, 3.17878e-08, 1.07296e-05, 4.44573e-07, 1.95651e-06, 7.34426e-09, 1.3965e-05, 5.47096e-08, 5.03663e-06, 4.81101e-08
MUNDOQ_clean, 4.38874e-06, 3.26286e-08, 1.09592e-05, 1.90735e-08, 3.89943e-06, 7.35587e-07, 1.84398e-06, 9.81604e-09, 1.14361e-05, 5.92509e-08, 4.47186e-06, 3.91944e-08
MUNNUF_clean, 1.26536e-05, 8.36897e-08, 0.000142896, 2.20491e-06, 0.000151558, 3.93332e-05, 3.53685e-06, 3.48829e-08, 0.000104616, 8.47088e-07, 1.19568e-05, 9.48434e-08
MUNPAN_clean, 8.30024e-06, 2.35705e-08, 9.65624e-05, 1.10442e-06, 3.84526e-05, 3.57727e-06, 2.92994e-06, 1.63922e-08, 8.0539e-05, 1.6962e-06, 8.58527e-06, 4.59958e-08
MUNPER_clean, 1.00209e-05, 1.33792e-07, 0.000128109, 1.81412e-06, 4.797e-05, 8.1363e-06, 3.18123e-06, 2.48147e-08, 9.70612e-05, 6.00885e-07, 1.02677e-05, 4.53114e-08
MUPQAQ_clean, 1.78413e-06, 1.45184e-08, 4.27096e-05, 3.42008e-07, 0.00199798, 0.000314496, 6.74494e-07, 6.68801e-09, 1.63054e-05, 7.04644e-08, 2.02433e-06, 1.12432e-08
MUPTAU_clean, 8.32981e-07, 1.81575e-08, 0.000267296, 3.24012e-06, 2.9639e-05, 2.56875e-07, 4.50406e-07, 1.02217e-08, 8.06837e-05, 1.18849e-06, 3.52259e-06, 4.93207e-08
MUPYIG_clean, 1.78855e-10, 9.74663e-12, 0.0118467, 0.000382902, 16524.7, 12270.7, 0.182521, 0.199958, 4.43994e+06, 2.84893e+06, 3.71483e-07, 5.43966e-08
MUPYOM_clean, 1.20056e-06, 3.18648e-08, 1.28788e-05, 1.10785e-07, 7.04589e-06, 9.83898e-08, 3.25306e-07, 3.26606e-09, 1.8895e-06, 1.73863e-08, 1.98511e-06, 1.6897e-08
MUPYUS_clean, 3.11317e-11, 4.90389e-12, 1.03838e-06, 5.99947e-08, 0.00234656, 0.00151426, 2.58756e-10, 2.00202e-11, 3.81709e-08, 2.84659e-09, 3.85228e-09, 1.73769e-10
MUQSAU_clean, 6.10114e-06, 5.64467e-08, 0.000127053, 1.04351e-05, 579.567, 674.974, 1.77554e-06, 2.11204e-08, 7.18911e-05, 3.87392e-06, 6.4706e-06, 8.10257e-08
MURBEI_clean, 1.04026e-05, 2.78281e-08, 9.02924e-05, 3.30905e-07, 5.16188e-05, 2.3003e-06, 3.67875e-06, 1.574e-08, 6.50389e-05, 4.72263e-07, 9.79229e-06, 6.34351e-08
MURCAD_clean, 3.1586e-06, 4.57116e-08, 0.00100093, 1.35248e-05, 0.0452966, 0.0395104, 2.60598e-06, 4.61008e-08, 0.000958038, 3.61591e-05, 7.30593e-06, 1.27289e-07
MURCIL_clean, 1.33235e-06, 3.73033e-09, 5.90948e-06, 5.55751e-08, 0.101096, 0.196638, 7.75648e-07, 6.30414e-09, 6.29949e-06, 4.40416e-08, 1.25911e-06, 9.7799e-09
MURCOR_clean, 1.44625e-06, 1.59895e-08, 7.17379e-06, 3.20916e-08, 0.0900368, 0.120747, 8.31646e-07, 9.32501e-09, 7.74641e-06, 4.43367e-08, 1.31916e-06, 2.35876e-09
MURFIQ_clean, 1.90797e-06, 4.00547e-08, 6.19801e-05, 1.36299e-06, 9.98645e-05, 4.55243e-06, 6.86049e-07, 1.31643e-08, 3.53167e-05, 7.78222e-07, 2.37975e-06, 3.75981e-08
MURNIX_clean, 1.43344e-09, 9.95351e-11, 0.00317925, 0.000325405, 2.62434e+06, 1.32556e+06, 9.98467e-08, 3.09393e-08, 9.27418e-06, 2.47023e-06, 9.31872e-08, 3.49543e-09
MURTUO_clean, 2.18517e-07, 3.27968e-09, 0.000260003, 6.16931e-05, 8.63553e+06, 1.51947e+07, 4.16387e-06, 1.30039e-07, 986.415, 328.851, 4.48118e-07, 7.39397e-09
MUSCAG_clean, 1.59028e-05, 2.80665e-07, 0.000311826, 3.64201e-06, 3.98602, 1.16606, 3.29636e-06, 2.93294e-08, 0.000292211, 1.39263e-05, 1.13855e-05, 1.00313e-07
MUSCIN_clean, 8.70173e-06, 1.54507e-07, 0.0286639, 0.0173412, 6.88572e+08, 9.35514e+08, 3.61416e-06, 9.07722e-08, 0.0250326, 0.0128475, 8.72146e-06, 8.29582e-08
MUSSIE_clean, 1.37395e-05, 2.9426e-07, 0.00038257, 8.79795e-06, 0.000432406, 1.93924e-05, 3.07975e-06, 4.28365e-08, 0.000336693, 3.27238e-06, 1.75083e-05, 1.13647e-07
MUTDEM_clean, 7.20492e-06, 5.47513e-08, 0.000155529, 7.82819e-06, 8.63087e-05, 6.4442e-06, 2.39911e-06, 1.37674e-08, 0.000154336, 6.88444e-06, 8.81493e-06, 1.44537e-07
MUTDIQ_clean, 7.99614e-06, 1.61402e-07, 0.000142809, 3.88087e-06, 0.0427104, 0.0330331, 2.47663e-06, 2.65512e-08, 0.000154362, 1.6869e-06, 9.82851e-06, 8.37568e-08
MUTNAQ_clean, 4.51776e-06, 1.30335e-07, 0.000395934, 9.337e-07, 0.00125778, 8.10424e-05, 1.37293e-06, 3.48576e-08, 3.49616e-05, 3.77625e-07, 6.35902e-06, 1.28819e-07
MUTVUT_clean, 3.46446e-06, 9.20327e-08, 0.00023819, 3.48015e-06, 0.0435609, 0.00743195, 2.69513e-06, 6.46581e-08, 0.000179756, 2.71531e-06, 4.92659e-06, 9.16053e-08
MUVGOA_clean, 4.47499e-05, 1.2747e-06, 0.00065574, 3.97326e-06, 6.9155e-06, 4.23094e-08, 8.28603e-06, 3.25211e-08, 0.000591218, 3.08218e-06, 7.25963e-05, 9.25457e-07
MUVGUG_clean, 4.0393e-05, 8.42522e-07, 0.000588379, 1.8296e-06, 6.21206e-06, 2.65278e-08, 7.84866e-06, 5.70414e-08, 0.000381476, 3.0845e-06, 5.82827e-05, 4.00036e-07
MUVHAN_clean, 3.70015e-05, 8.01052e-07, 0.000581298, 4.52715e-06, 6.50484e-06, 3.24376e-08, 7.26466e-06, 7.1673e-08, 0.000374345, 2.55621e-06, 5.57193e-05, 6.54897e-07
MUVHER_clean, 4.10711e-05, 5.52658e-07, 0.000551355, 1.45414e-06, 6.16767e-06, 4.74701e-08, 7.77871e-06, 1.10564e-07, 0.000354214, 7.26769e-07, 5.74886e-05, 5.62678e-07
MUVJIX_clean, 2.62668e-06, 2.14682e-08, 0.00653841, 0.000254839, 997.128, 323.162, 1.76691e-06, 1.97083e-08, 0.00500312, 0.000275141, 2.72083e-06, 1.25306e-08
MUVLUM_clean, 4.57306e-06, 4.92961e-08, 0.00112707, 7.75108e-05, 0.180266, 0.102122, 1.98609e-06, 2.91705e-08, 0.000850322, 7.83054e-05, 5.34066e-06, 2.38188e-08
MUVMOG_clean, 1.0671e-05, 1.02336e-07, 0.119903, 0.00212864, 1988, 228.481, 0.0023152, 0.000144194, 10.7894, 1.30344, 4.08785e-05, 5.57206e-07
MUVNAT_clean, 9.40124e-07, 8.29547e-09, 0.0147367, 0.00419643, 2.99888e+06, 954166, 1.26381e-06, 4.12149e-08, 0.0146712, 0.0112877, 1.06101e-06, 9.67048e-09
MUVNEX_clean, 8.63274e-07, 4.34901e-09, 0.0125923, 0.00333706, 23553.8, 14532.6, 9.53274e-07, 2.31752e-08, 0.029471, 0.0185587, 9.16699e-07, 4.84082e-09
MUVROM_clean, 3.84087e-05, 7.43921e-07, 0.00172651, 0.000185004, 171.819, 157.838, 5.92105e-06, 1.24014e-07, 0.001807, 0.000195696, 4.38793e-05, 9.72539e-07
MUWQEB_clean, 7.18411e-06, 2.08386e-08, 7.75742e-05, 2.86494e-06, 0.000684728, 0.000431278, 2.72298e-06, 3.06502e-08, 8.3073e-05, 7.08038e-06, 7.14008e-06, 8.25923e-08
MUXHIW01_clean, 1.33087e-09, 1.07374e-10, 0.311891, 0.0206317, 1.33416e+10, 5.78143e+09, 0.000204095, 8.34041e-05, 9.92551, 2.03104, 1.68339e-07, 8.93832e-09
MUXHUI01_clean, 2.67061e-10, 2.33808e-11, 0.441264, 0.28458, 3.04869e+11, 1.00412e+11, 0.000384872, 0.00062596, 7.78584, 3.31615, 9.33045e-08, 9.75484e-09
