MOF, HC CH4, Error CH4, HC CO2, Error CO2, HC H2O, Error H2O, HC N2, Error N2, HC N2O, Error N2O, HC O2, Error O2
MOF,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,
MUXHUI02_clean, 1.89318e-10, 1.33042e-11, 0.375892, 0.0895566, 2.86278e+11, 1.31904e+11, 9.59903e-07, 1.57694e-07, 9.89612, 1.48078, 3.14033e-08, 7.72106e-10
MUZGAQ_clean, 2.43147e-06, 7.47574e-08, 2.31198, 0.841766, 2.04509e+15, 3.05829e+15, 1.85026e-06, 4.90615e-07, 2.39892, 0.640935, 2.75997e-06, 4.41771e-08
MUZHUL_charged, 5.37557e-07, 6.70121e-09, 0.000704699, 5.30203e-06, 0.00381694, 0.000270709, 0.000325638, 7.46069e-05, 0.0308719, 0.0045433, 2.32784e-06, 3.95549e-08
MUZRIJ_clean, 3.7143e-05, 4.10381e-07, 9.64803e-05, 4.42034e-07, 1.59664e-05, 3.11807e-06, 4.68158e-06, 5.66343e-08, 0.000104539, 6.56378e-07, 2.83772e-05, 3.06836e-08
MUZVUA_clean, 7.46892e-06, 9.25786e-08, 0.000161263, 2.5459e-06, 0.072194, 0.0558554, 3.37832e-06, 4.88262e-08, 0.000182907, 8.03956e-06, 7.07795e-06, 2.05915e-08
NABCEA_charged, 8.43224e-06, 1.09858e-07, 0.00142218, 5.01251e-05, 8.51541, 9.84872, 2.6576e-06, 4.51818e-08, 0.000993743, 6.51342e-05, 8.25773e-06, 6.0655e-08
NABCIE_clean, 1.63367e-07, 1.15424e-08, 1.63671e-05, 5.90007e-07, 5.3496e-05, 3.19115e-06, 1.1711e-07, 6.07344e-09, 1.08374e-06, 1.9355e-08, 2.65449e-06, 8.84307e-08
NABMUA01_clean, 1.0928e-05, 1.89232e-07, 0.000197922, 2.14185e-06, 0.0185618, 0.0071566, 3.63447e-05, 2.36704e-06, 0.000631553, 1.59694e-05, 1.51372e-05, 1.20802e-07
NABMUA_clean, 1.08653e-05, 9.05182e-08, 0.000195761, 2.27749e-06, 0.0201432, 0.00865702, 4.01075e-05, 1.05953e-05, 0.000602793, 5.99278e-06, 1.48327e-05, 1.29388e-07
NABNUA_clean, 7.54184e-06, 2.25582e-07, 0.00179357, 3.03458e-05, 20.7753, 28.5578, 1.41629e-06, 4.98873e-08, 0.000633851, 1.56287e-05, 9.1778e-06, 1.7848e-07
NABSEP_clean, 3.57754e-06, 2.41506e-08, 0.000562102, 2.95104e-05, 1104.52, 650.944, 2.17881e-05, 2.50637e-06, 0.0074569, 0.000499783, 4.56048e-06, 5.12614e-08
NACVUI_clean, 2.46757e-06, 5.23456e-08, 0.000159354, 8.58683e-07, 0.000306067, 0.000120261, 1.55012e-06, 3.34343e-08, 2.73216e-05, 2.39292e-07, 3.71641e-06, 3.10579e-08
NACYAU_clean, 1.06153e-05, 4.2239e-08, 4.47313e-05, 1.06574e-06, 0.00268757, 0.00238249, 3.75658e-06, 2.42318e-08, 4.79436e-05, 1.1423e-06, 1.04874e-05, 8.60246e-08
NACYOG_clean, 7.14802e-06, 2.70608e-08, 0.000944421, 2.73097e-05, 166.267, 340.627, 2.38032e-06, 2.81992e-08, 0.000299001, 1.20376e-05, 6.91761e-06, 5.59301e-08
NACYUM_clean, 7.57936e-06, 1.40198e-07, 0.00153266, 5.88499e-05, 15.6729, 11.0916, 2.57594e-06, 5.27962e-08, 0.000461531, 2.29839e-05, 7.36452e-06, 1.03282e-07
NADKEK_clean, 1.22104e-07, 2.07154e-09, 3.9436e-07, 4.4033e-09, 0.183992, 0.114501, 5.93068e-08, 9.76594e-10, 1.79806e-07, 2.79391e-09, 2.2769e-07, 2.6267e-09
NADNEM_clean, 6.94789e-05, 6.82487e-07, 0.000318617, 7.70795e-07, 2.51862e-05, 6.18162e-08, 8.73896e-06, 9.18587e-08, 0.000290947, 8.97509e-07, 5.11206e-05, 3.68151e-07
NADZEZ_clean, 2.50828e-05, 3.48229e-07, 0.0122698, 0.00028719, 44.0089, 11.1445, 1.44974e-05, 3.60602e-07, 0.0244364, 0.000951506, 3.11983e-05, 3.52995e-07
NADZID_clean, 1.50275e-05, 1.23081e-07, 0.000739271, 3.92592e-06, 0.000193773, 3.23826e-05, 1.29026e-05, 2.61829e-07, 0.00107274, 1.12211e-05, 1.81551e-05, 7.09907e-08
NAFRUI_clean, 6.58415e-06, 7.81761e-08, 0.000213175, 2.48587e-06, 0.0196842, 0.00122622, 2.60264e-06, 2.31319e-08, 0.000214686, 8.36856e-07, 7.726e-06, 6.63574e-08
NAFSOF_clean, 6.50389e-06, 3.86392e-08, 1.46598e-05, 2.79185e-08, 6.13998e-06, 1.33253e-06, 3.20823e-06, 8.41481e-09, 1.42699e-05, 5.54276e-08, 6.56293e-06, 1.21961e-08
NAGBUU_clean, 1.94785e-06, 3.34124e-08, 0.00194022, 2.91592e-05, 32.8273, 20.9318, 7.7903e-07, 9.2005e-09, 0.000451034, 1.08791e-05, 1.98596e-06, 2.65283e-08
NAGCAB_clean, 8.1015e-07, 1.76956e-09, 0.00252244, 0.000622167, 5717.71, 5930.16, 6.77944e-07, 9.38601e-09, 0.00271823, 0.00112778, 7.99267e-07, 5.33529e-09
NAGQET_clean, 5.74818e-06, 1.14069e-07, 0.00021816, 2.51131e-06, 0.000196067, 4.76826e-05, 2.10292e-06, 2.51176e-08, 7.69223e-05, 1.15072e-06, 1.0028e-05, 1.77096e-07
NAGQOD_clean, 4.46736e-06, 2.83304e-08, 1.36529e-05, 4.38977e-08, 2.23961e-06, 1.27326e-07, 1.19333e-06, 8.23569e-09, 8.66902e-06, 3.53942e-08, 3.88817e-06, 3.68888e-08
NAHDIM_clean, 5.81652e-05, 1.43703e-06, 0.00152591, 1.27046e-05, 14488.5, 12074.7, 7.27959e-06, 2.90967e-07, 0.00171077, 3.11234e-05, 4.34937e-05, 8.97803e-07
NAHFIO_clean, 9.25963e-06, 9.76392e-08, 0.00139224, 8.75574e-05, 0.00468687, 0.00201554, 2.54896e-06, 2.49183e-08, 0.00122583, 1.30876e-05, 1.0427e-05, 6.26623e-08
NAHFOU_clean, 1.05662e-05, 2.06788e-07, 0.000627527, 2.5011e-06, 0.0017139, 0.00143694, 2.96335e-06, 6.0877e-08, 0.000291881, 4.66381e-06, 1.18959e-05, 1.29953e-07
NAHGUB_clean, 1.16246e-06, 2.71691e-08, 0.000107691, 1.24015e-06, 8.69862e-05, 1.03301e-05, 5.35486e-07, 4.35489e-09, 5.11435e-05, 1.1562e-06, 3.87463e-06, 2.00432e-08
NAHHAI_clean, 7.21682e-07, 4.88124e-09, 0.000393056, 2.0009e-05, 66.6774, 32.3641, 3.15754e-06, 2.34397e-08, 0.000342868, 1.53191e-05, 1.10283e-06, 7.51029e-09
NAHNES_clean, 7.69582e-06, 6.15142e-08, 2.03891e-05, 4.00352e-08, 6.69339e-06, 4.73146e-07, 3.13749e-06, 9.01523e-09, 2.13057e-05, 5.58321e-08, 7.70012e-06, 7.23229e-08
NAJMIV_charged, 8.59313e-06, 1.22966e-07, 4.20414e-05, 1.37259e-07, 2.60483e-06, 2.62259e-08, 1.93845e-06, 1.9167e-08, 3.7865e-05, 2.48719e-07, 8.37167e-06, 9.66244e-08
NAJQUN_clean, 5.77487e-06, 4.80148e-08, 0.0130901, 0.00213915, 2.754e+11, 4.33813e+11, 4.93363e-06, 2.06527e-07, 0.0068456, 0.000732798, 6.75204e-06, 9.71332e-08
NAJTEA_clean, 2.27039e-05, 2.39936e-07, 0.0405426, 0.0218635, 7.56141e+07, 6.80824e+07, 6.43528e-06, 1.4048e-07, 0.0458989, 0.0212951, 2.10523e-05, 1.75029e-07
NAKLIW_clean, 1.58856e-05, 8.64156e-08, 0.0011324, 4.8352e-05, 2.78059, 0.977665, 4.96782e-06, 4.77567e-08, 0.00114659, 1.67383e-05, 1.81075e-05, 1.78412e-07
NALWOO_clean, 2.47231e-06, 1.4483e-08, 9.51661e-05, 1.3335e-06, 0.058189, 0.0388061, 1.35655e-06, 1.5637e-08, 2.83234e-05, 4.51008e-07, 3.02571e-06, 4.27039e-08
NALYEG_clean, 2.1529e-06, 2.04608e-08, 0.00496229, 0.00205526, 287330, 289452, 1.3017e-06, 3.37351e-08, 0.00192007, 0.000774832, 2.36415e-06, 3.88774e-08
NAMDUD_clean, 2.10593e-05, 3.72643e-07, 0.00915854, 0.000799915, 34763, 22636.4, 4.9214e-06, 4.5063e-08, 0.011585, 0.000373868, 1.91066e-05, 1.38245e-07
NAMZIL_clean, 3.21479e-07, 4.73707e-09, 0.000173198, 2.54451e-05, 229.782, 276.746, 5.10276e-07, 2.23065e-08, 0.000328446, 6.72891e-05, 5.34006e-07, 4.56917e-09
NANMAS_charged, 6.00868e-06, 5.45333e-08, 3.36192e-05, 3.87339e-06, 27.906, 19.4381, 9.71608e-07, 1.75743e-08, 3.34507e-05, 2.88125e-06, 4.10959e-06, 4.28001e-08
NANMEW_clean, 4.8552e-06, 7.39168e-08, 0.000192862, 1.39497e-05, 27.2076, 47.5588, 1.45702e-06, 1.62832e-08, 0.000174841, 5.70203e-06, 6.99575e-06, 5.61342e-08
NANNAU_clean, 2.19813e-05, 6.84914e-07, 0.000818866, 1.02713e-05, 0.000212849, 1.74335e-05, 3.42685e-06, 4.54129e-08, 0.000539949, 1.0306e-05, 2.24659e-05, 4.20058e-07
NANNEY_clean, 2.1478e-05, 9.31129e-07, 0.000743708, 5.94715e-06, 0.000212805, 2.5984e-05, 3.36254e-06, 3.84668e-08, 0.000487817, 1.05312e-05, 2.1732e-05, 2.61565e-07
NANTII_clean, 2.80491e-06, 1.02212e-08, 0.0715049, 0.0379248, 9.51866e+09, 2.61184e+10, 2.53828e-06, 5.91427e-08, 0.0242927, 0.0243638, 2.93564e-06, 1.18993e-08
NANYUX01_charged, 1.10341e-05, 1.15431e-07, 0.00129898, 2.39565e-05, 0.0106081, 0.00403904, 3.744e-06, 3.97108e-08, 0.000653328, 1.02125e-05, 1.13255e-05, 1.64779e-07
NANYUX02_charged, 1.01565e-05, 1.20368e-07, 0.00112638, 1.875e-05, 0.0156127, 0.00438095, 3.37985e-06, 5.69323e-08, 0.000534592, 1.31698e-05, 1.05094e-05, 1.03346e-07
NANYUX03_clean, 6.26196e-06, 2.71393e-08, 8.83598e-05, 1.26468e-06, 0.000367782, 0.000167863, 2.94578e-06, 3.98e-08, 0.000217309, 8.84514e-06, 6.48224e-06, 5.1673e-08
NANYUX_charged, 6.71089e-06, 1.99937e-07, 0.00201868, 5.57083e-05, 0.000184855, 2.54178e-05, 3.00748e-06, 7.54425e-08, 0.00183486, 5.53033e-05, 1.53886e-05, 1.44698e-07
NANZOS_clean, 2.76245e-06, 4.38214e-08, 0.0993635, 0.0598158, 2.23131e+13, 1.73596e+13, 1.46642e-06, 6.24315e-08, 0.0590967, 0.0189979, 2.87775e-06, 5.55965e-08
NAPNEA_clean, 8.58617e-05, 1.41828e-06, 0.000408726, 2.24159e-06, 2.10181e-05, 3.02934e-07, 9.95779e-06, 1.33608e-07, 0.000467017, 2.25236e-06, 6.46519e-05, 5.79116e-07
NAPZOV_clean, 4.55168e-06, 2.75471e-08, 0.000391346, 1.08901e-05, 0.324223, 0.14076, 1.66405e-06, 2.49194e-08, 9.29768e-05, 2.31418e-06, 5.29198e-06, 5.81112e-08
NAPZUB_clean, 2.36069e-06, 1.01885e-07, 0.000531226, 1.16689e-05, 0.0226508, 0.00510529, 9.78144e-07, 1.93107e-08, 3.32932e-05, 8.93077e-07, 4.00019e-06, 5.94691e-08
NAQLAT_clean, 3.67167e-05, 6.30394e-07, 0.000466181, 2.94241e-06, 0.00193325, 0.00035234, 6.41575e-06, 6.38398e-08, 0.000401822, 4.88048e-06, 3.67486e-05, 3.60003e-07
NAQQED_clean, 2.88266e-06, 1.09579e-08, 0.00354995, 0.00105652, 1.23433e+06, 1.47464e+06, 1.70334e-06, 4.26725e-08, 0.00362628, 0.00118581, 3.14515e-06, 9.39277e-09
NAQQIH_clean, 4.23614e-06, 2.88326e-08, 0.00113027, 0.000406585, 1181.66, 2076.19, 2.30937e-06, 3.63039e-08, 0.0011948, 0.000330635, 4.60049e-06, 1.98376e-08
NAQQON_clean, 3.0401e-06, 1.05501e-08, 0.00501839, 0.00221552, 17109.5, 33228.3, 1.95757e-06, 5.37431e-08, 0.00387288, 0.00381126, 3.26455e-06, 1.89989e-08
NAQQUT_clean, 3.11903e-06, 1.01282e-08, 0.243946, 0.28261, 5.34294e+06, 3.11556e+06, 3.02373e-06, 2.51385e-07, 0.0999732, 0.0947749, 3.42366e-06, 1.37177e-08
NAQRAA_clean, 3.03297e-06, 9.723e-09, 0.0357544, 0.0228959, 8.49179e+08, 1.96548e+09, 2.27804e-06, 1.14547e-07, 0.0880002, 0.124621, 3.36361e-06, 9.24245e-09
NARHAR_charged, 1.06304e-06, 5.79218e-08, 6.1128, 0.167578, 1.10636e+07, 4.03698e+06, 1.05133e-05, 9.49681e-07, 44.3263, 3.10635, 5.0388e-06, 1.43824e-07
NARHEV_charged, 1.26925e-06, 7.50617e-08, 8.89758, 0.291325, 4.30917e+07, 1.31915e+07, 1.80014e-05, 2.6576e-06, 80.0669, 6.9666, 5.93338e-06, 1.31547e-07
NARMUR_clean, 1.33236e-07, 2.31303e-09, 0.00234924, 0.000274628, 5.73496e+07, 3.10305e+07, 9.72414e-07, 5.12402e-08, 0.002239, 0.000262709, 1.17989e-06, 1.52272e-08
NARNAY_clean, 6.75503e-08, 1.02875e-09, 0.0199562, 0.00805392, 1.29025e+16, 2.90654e+16, 2.09978e-06, 2.78463e-07, 1.05367, 2.79206, 1.0538e-06, 2.94818e-08
NARNIG_clean, 3.42774e-08, 1.70858e-09, 0.0165305, 0.00185538, 1.03609e+16, 1.52083e+16, 1.7261e-06, 2.30138e-07, 0.100165, 0.166508, 8.33082e-07, 2.56771e-08
NARNOM_clean, 2.80391e-08, 9.12055e-10, 0.011271, 0.000569035, 1.04008e+15, 1.25849e+15, 1.28607e-06, 3.47869e-07, 0.0240133, 0.0125858, 7.45396e-07, 1.30869e-08
NARNUS_clean, 2.46671e-08, 1.36e-09, 0.00106028, 5.6066e-05, 5628.86, 3190.52, 2.18479e-07, 2.14086e-08, 0.000415246, 4.87275e-05, 6.04409e-07, 8.1827e-09
NARPAA_clean, 5.05238e-08, 1.71264e-09, 0.0115013, 0.00267227, 7.23953e+15, 8.73672e+15, 1.38666e-06, 1.14886e-07, 0.0328355, 0.0170308, 9.59565e-07, 2.60412e-08
NARPOO_clean, 6.7731e-07, 5.46099e-09, 0.00559786, 0.000525737, 741626, 334797, 4.75242e-07, 1.35797e-08, 0.000345656, 3.15533e-05, 1.07472e-06, 1.28469e-08
NARPUU_clean, 6.72514e-07, 1.21016e-08, 0.0101888, 0.000578979, 8.71299e+06, 4.1869e+06, 4.97741e-07, 1.44142e-08, 0.000620202, 0.000204224, 1.08725e-06, 1.42542e-08
NARTUX_clean, 3.43649e-06, 1.05594e-07, 0.00996022, 0.00186984, 1.45648e+08, 1.68201e+08, 1.80071e-06, 8.38927e-08, 0.00821288, 0.00181025, 3.15769e-06, 3.96068e-08
NARVUA_clean, 1.09434e-07, 4.19906e-09, 0.0342674, 0.0409568, 4.5944e+14, 4.75323e+14, 2.46293e-06, 3.89453e-07, 0.050924, 0.0111201, 1.24858e-06, 1.06407e-08
NASMIF_clean, 1.52528e-09, 9.20037e-11, 0.000834959, 9.2975e-05, 3.13951e+10, 2.24003e+10, 7.05282e-08, 2.37051e-08, 0.000472627, 9.24299e-05, 2.07995e-07, 3.11872e-09
NASREH_clean, 1.39125e-05, 2.69421e-07, 0.000109398, 1.56702e-06, 0.000763278, 0.000303597, 4.47148e-06, 7.03202e-08, 0.000180348, 2.59222e-06, 1.4207e-05, 1.53017e-07
NASRIL_clean, 1.31985e-05, 1.09693e-07, 7.66884e-05, 3.4711e-07, 2.41755e-05, 2.30476e-06, 3.95114e-06, 2.95825e-08, 7.8484e-05, 5.89229e-07, 1.29111e-05, 1.42442e-07
NASROR_clean, 2.22272e-05, 2.28817e-07, 8.78859e-05, 6.43683e-07, 0.000239666, 7.28692e-05, 5.12217e-06, 4.21592e-08, 9.48561e-05, 6.63785e-07, 1.9429e-05, 3.62542e-07
NATFAS_clean, 1.40333e-05, 8.85635e-08, 0.000150533, 1.34896e-06, 0.000829601, 0.00059955, 3.44057e-06, 1.58588e-08, 0.000148224, 1.0714e-06, 1.40944e-05, 1.5108e-07
NATHOH_ion_b, 1.20631e-06, 1.52073e-08, 0.000350107, 1.24548e-05, 3.25131, 1.5431, 1.0824e-06, 3.06813e-08, 0.000810567, 0.000150035, 1.3822e-06, 1.05091e-08
NATHUO_clean, 1.29576e-06, 8.06441e-09, 0.00079255, 2.11239e-05, 0.0350807, 0.00716258, 6.76406e-06, 1.76397e-06, 0.0198422, 0.00135112, 2.43107e-06, 1.68661e-08
NATKIF_clean, 9.13368e-06, 1.25724e-07, 2.80789e-05, 2.17162e-07, 1.34086e-05, 4.99701e-06, 3.88594e-06, 2.58083e-08, 3.03952e-05, 1.24038e-07, 8.74645e-06, 1.42414e-07
NATKOL_clean, 1.22768e-05, 6.20581e-08, 5.1895e-05, 3.50287e-07, 4.4178e-05, 2.75503e-06, 4.11527e-06, 1.98513e-08, 5.18107e-05, 1.83896e-07, 1.09378e-05, 7.09408e-08
NATXIR_clean, 3.03529e-08, 9.32987e-10, 0.00115795, 3.31439e-05, 15.2284, 7.45207, 2.11947e-07, 6.56489e-09, 0.00129453, 6.97448e-05, 3.63879e-07, 4.85586e-09
NAVCAO_clean, 4.88611e-06, 5.59333e-08, 0.000738734, 0.000100117, 113525, 244845, 2.13123e-06, 5.45432e-08, 0.000972262, 0.000452444, 4.93358e-06, 2.31535e-08
NAVFUM_clean, 1.03891e-07, 4.35717e-09, 0.00201885, 2.61796e-05, 0.00167677, 8.02027e-05, 3.42739e-06, 4.69781e-07, 0.0900674, 0.0110654, 5.52546e-07, 1.00285e-08
NAVJAW01_clean, 1.34036e-06, 5.94911e-09, 5.33385e-05, 5.12689e-07, 0.0024669, 0.00216506, 0.000136631, 3.24851e-05, 2.56798, 0.781469, 2.15978e-06, 3.11929e-08
NAVJAW_clean, 1.46871e-06, 4.54202e-09, 6.56163e-05, 8.6424e-07, 0.0022498, 0.00112744, 0.000584558, 0.000466769, 5.00856, 2.09193, 2.48932e-06, 2.12715e-08
NAVLIG_clean, 1.16404e-05, 3.20081e-07, 0.000305414, 1.56761e-06, 5.30202e-06, 5.58148e-08, 2.19211e-06, 2.75435e-08, 9.03015e-05, 2.14675e-07, 2.72888e-05, 3.14089e-07
NAWDUN_clean, 2.8558e-05, 1.70023e-07, 9.40257e-05, 5.19642e-07, 8.71042e-05, 1.90885e-05, 5.97347e-06, 5.15545e-08, 0.000102429, 4.14639e-07, 2.38755e-05, 2.22411e-07
NAWHOL_clean, 1.1108e-06, 1.69653e-08, 0.0616079, 0.0107987, 4.99546e+12, 9.11421e+12, 3.06729e-05, 3.21296e-06, 0.148518, 0.135381, 2.65609e-06, 3.77508e-08
NAWKII_clean, 2.35749e-05, 3.06957e-07, 0.0147046, 0.00622754, 2551.71, 6281.63, 6.98853e-06, 3.72251e-08, 0.0168405, 0.00605199, 2.26212e-05, 1.79615e-07
NAWWUG_clean, 1.33973e-06, 9.92918e-09, 0.0017232, 2.02871e-05, 0.0295476, 0.0137766, 8.05901e-07, 6.92641e-09, 7.66796e-05, 9.68793e-07, 2.55281e-06, 2.76086e-08
NAWXER_clean, 8.92072e-06, 5.86483e-08, 4.28864e-05, 2.62085e-07, 0.000233213, 0.000190616, 3.44988e-06, 3.48489e-08, 3.47061e-05, 3.45693e-07, 8.43087e-06, 4.61156e-08
NAXKOO02_clean, 1.87691e-10, 1.38893e-11, 0.000325387, 5.36231e-06, 0.0345858, 0.00192226, 2.56498e-06, 1.33308e-06, 0.0159782, 0.0252803, 2.05988e-07, 4.0863e-09
NAXKOO_clean, 6.965e-06, 3.39518e-08, 0.00200757, 4.30967e-05, 0.211282, 0.0325532, 3.90997e-06, 6.4344e-08, 0.0228677, 0.00154062, 8.17649e-06, 6.98437e-08
NAXLII_clean, 5.94126e-06, 9.30489e-08, 0.000642164, 5.36017e-05, 18.1942, 10.8373, 2.06034e-06, 4.94969e-08, 0.000266777, 8.98935e-06, 6.45098e-06, 1.03962e-07
NAYGUR_clean, 2.93799e-06, 1.87307e-08, 2.2574e-05, 9.38465e-08, 7.42584e-05, 3.71202e-06, 1.32793e-06, 3.44046e-09, 1.05476e-05, 4.5304e-08, 3.20532e-06, 1.72638e-08
NAYMOQ_clean, 1.41445e-07, 3.5086e-09, 0.0282045, 0.00276172, 79139.4, 47401.4, 2.0336e-05, 4.11343e-06, 0.650283, 0.342413, 5.84474e-07, 1.15979e-08
NAYNIK_clean, 5.48789e-07, 4.26705e-09, 7.80102e-06, 6.13692e-08, 9.86007e-05, 1.33644e-05, 2.66488e-07, 2.69266e-09, 6.22879e-06, 5.78241e-08, 6.21755e-07, 5.9623e-09
NAYPIM_clean, 7.407e-06, 3.25754e-08, 0.00717848, 6.47483e-05, 0.00187635, 0.000916682, 22.7451, 17.7054, 19702, 2669.8, 5.46661e-05, 2.57388e-06
NAYZOE_clean, 6.45829e-06, 2.09003e-08, 1.31025e-05, 3.7179e-08, 7.72019e-06, 9.66258e-07, 2.9509e-06, 7.14021e-09, 1.36277e-05, 4.29346e-08, 6.21932e-06, 2.30888e-08
NAYZUK_SL, 2.65579e-06, 1.70154e-08, 0.000174433, 2.22343e-06, 5.56117e-06, 3.64218e-07, 1.20809e-06, 1.26779e-08, 6.68001e-05, 1.4254e-06, 5.00864e-06, 5.18486e-08
NAZZEV_clean, 1.13706e-05, 1.02367e-07, 0.00679965, 0.00776376, 8014.23, 19775.5, 3.41997e-06, 3.77327e-08, 0.00110369, 0.000376519, 1.16634e-05, 1.00901e-07
nchem.2258-s3_clean, 1.5003e-05, 1.14681e-07, 6.43771e-05, 7.69539e-07, 0.000174675, 8.56188e-05, 4.83524e-06, 2.83678e-08, 6.89825e-05, 5.76226e-07, 1.59873e-05, 3.41927e-07
ncomms11831_ncomms11831-s2_clean, 4.50746e-06, 1.31166e-07, 0.000760459, 8.2082e-06, 6.87074e-06, 1.01506e-07, 9.99764e-07, 1.25412e-08, 3.26145e-05, 4.60956e-07, 6.04548e-06, 1.78464e-07
ncomms11831_ncomms11831-s3_clean, 4.06603e-06, 1.39947e-07, 0.000628416, 2.76671e-06, 4.52798e-06, 3.19369e-08, 1.09611e-06, 1.61164e-08, 5.92324e-05, 5.55956e-07, 6.41596e-06, 6.84421e-08
ncomms7350-s2_clean, 5.28571e-06, 2.09093e-08, 2.78003e-05, 1.87102e-07, 3.03706e-06, 7.33065e-08, 1.49364e-06, 1.31247e-08, 1.8449e-05, 1.01353e-07, 4.5767e-06, 4.51704e-08
NDAIAH_clean, 6.67156e-07, 5.03995e-09, 0.0006907, 0.000106402, 1162.89, 1310.94, 9.76901e-06, 1.31316e-06, 0.00403356, 0.00153156, 1.06243e-06, 1.3001e-08
NEBNOZ_clean, 1.04757e-05, 7.23933e-08, 7.16609e-05, 2.48013e-07, 2.319e-05, 2.60335e-06, 2.67516e-06, 1.56634e-08, 4.3745e-05, 2.38642e-07, 9.82534e-06, 7.05589e-08
NECZAY_clean, 3.08874e-05, 7.90107e-07, 0.00757937, 7.74117e-05, 0.0114819, 0.0016794, 6.07191e-06, 3.99543e-08, 0.00610719, 0.00020409, 3.293e-05, 8.94758e-08
NEDMEP_clean, 3.01083e-06, 3.40649e-08, 0.000456105, 5.40416e-06, 0.000107964, 4.1566e-06, 4.31113e-06, 3.61418e-07, 0.00160756, 2.96115e-05, 4.50031e-06, 7.00787e-08
NEDVOJ_charged, 1.15138e-05, 5.40331e-08, 9.11667e-05, 7.28748e-07, 0.0200626, 0.0127038, 3.35428e-06, 2.24614e-08, 6.22115e-05, 2.82525e-07, 1.0449e-05, 8.12024e-08
NEDVUP_clean, 7.53444e-06, 4.89123e-08, 5.16021e-05, 1.32909e-06, 0.000234575, 0.000318009, 2.66191e-06, 1.65885e-08, 3.69545e-05, 1.94585e-07, 7.50819e-06, 1.08479e-08
NEDWAW_clean, 7.36627e-06, 4.77553e-08, 3.85051e-05, 2.81064e-07, 0.00182738, 0.000455845, 2.70216e-06, 1.76156e-08, 3.11167e-05, 2.40789e-07, 6.92871e-06, 4.25803e-08
NEDWEA_clean, 7.77012e-06, 2.16867e-08, 0.000177681, 1.74297e-05, 0.0453463, 0.0374128, 2.78444e-06, 2.32773e-08, 0.000125393, 1.006e-05, 7.43599e-06, 5.72238e-08
NEDWIE_clean, 5.81914e-06, 3.97073e-08, 6.46684e-05, 9.96526e-06, 8.31693, 10.0249, 2.41195e-06, 1.65908e-08, 5.39158e-05, 1.00069e-05, 5.6665e-06, 4.01133e-08
NEDXOL_clean, 1.83538e-05, 1.90797e-07, 0.000324062, 1.63267e-06, 1.93293e-05, 3.30377e-07, 3.90928e-06, 1.03818e-08, 0.00016478, 8.05989e-07, 1.59508e-05, 2.3398e-07
NEFTUP_clean, 2.70651e-06, 1.28041e-07, 2.08229e-06, 7.18998e-08, 2.06995e-06, 4.61865e-08, 3.76634e-07, 4.81429e-09, 8.97252e-07, 6.2214e-08, 8.64085e-06, 3.51802e-07
NEFZOO_clean, 4.86988e-05, 3.33409e-07, 0.000498861, 1.19642e-06, 7.07094e-05, 1.41763e-06, 8.98621e-06, 1.75313e-08, 0.000254745, 1.49192e-06, 4.80587e-05, 2.01477e-07
NEGMUI_clean, 1.18119e-06, 5.24658e-09, 0.553923, 0.0800407, 1.72949e+08, 6.72459e+07, 1.55292e-06, 6.69447e-08, 0.446965, 0.15594, 1.27547e-06, 1.02399e-08
NEGZUW_clean, 2.80632e-06, 3.55502e-08, 3.58125, 2.00204, 1.7777e+08, 3.1285e+08, 2.73097e-06, 2.01224e-07, 2.43439, 0.608542, 2.78441e-06, 4.87038e-08
NEHGEO_clean, 3.04924e-05, 2.32914e-07, 0.000779465, 2.81538e-05, 0.00500262, 0.00117695, 6.08845e-06, 5.37531e-08, 0.000877607, 2.45965e-05, 2.18296e-05, 1.09763e-07
NEHGIS_clean, 3.20894e-05, 1.11878e-07, 0.000537335, 1.63327e-05, 0.000745957, 8.71254e-05, 6.06777e-06, 4.66497e-08, 0.000594563, 1.72602e-05, 2.32147e-05, 1.47767e-07
NEHMET_clean, 1.27474e-05, 1.73501e-07, 8.82693e-05, 6.45358e-07, 9.96842e-05, 2.67948e-05, 3.0902e-06, 4.01596e-08, 7.80393e-05, 7.34569e-07, 1.53893e-05, 1.38081e-07
NEHZIK_clean, 5.04454e-06, 5.25883e-08, 3.75565e-05, 1.72732e-07, 0.000784178, 0.00027888, 1.57477e-06, 4.15611e-09, 2.996e-05, 2.02124e-07, 4.47197e-06, 4.04563e-08
NEJRUR_clean, 1.11347e-05, 2.73861e-07, 0.000196809, 6.05075e-07, 2.27157e-05, 2.09166e-06, 2.51098e-06, 1.85155e-08, 7.99128e-05, 3.74413e-07, 1.67991e-05, 1.51405e-07
NEJSAY_clean, 1.45466e-05, 1.37551e-07, 0.000199968, 7.57847e-07, 2.8005e-05, 1.50991e-06, 3.18324e-06, 5.49255e-08, 0.000136443, 7.17556e-07, 2.46872e-05, 2.53561e-07
NEJSEC_clean, 1.92144e-05, 1.43594e-07, 0.000298357, 1.16874e-06, 1.2775e-05, 4.45432e-07, 4.00683e-06, 4.26025e-08, 0.000226882, 2.7712e-06, 2.47073e-05, 3.36953e-07
